Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2018-01-02,39.986353061174896,40.489237224924096,39.774857509538,40.479835510253906,102223600,79.64061284938298,79.80705119925423,79.05808215211601,79.47417449951172,22483800,52.40047527349359,53.543011638081616,52.40047527349359,53.40517044067383,31766000
2018-01-03,40.543280645459944,41.0179667910744,40.40933670273748,40.472782135009766,118071600,79.5758584297051,79.99195768114137,79.49264281215525,79.84400939941406,26061400,53.44100198310784,54.544228982927415,53.41612321520075,54.31631851196289,31318000
2018-01-04,40.545634159903784,40.764179210026526,40.43753953848259,40.66078186035156,89738400,80.06592804892959,81.05531635076554,80.04743804023705,80.5467529296875,21912000,54.593490792046104,54.94132655368835,54.45266550573435,54.527305603027344,26052000
2018-01-05,40.75714160328864,41.21067587262019,40.66549457765816,41.12372970581055,94640000,81.05532846638616,81.74882029629885,80.84265453453824,81.54539489746094,23407100,54.90997919575,55.414069413897295,54.82787129109952,55.25035095214844,30250000
2018-01-08,40.970970153808594,41.26705960334316,40.87227008492711,40.970970153808594,82271200,81.5546421727971,81.90601590651588,80.99985008034515,81.62861633300781,22113000,55.285679617799445,55.69173920189661,55.2359182885604,55.44541549682617,24644000
2018-01-09,41.017980576861206,41.13782557491314,40.750089015677055,40.96628189086914,86336000,81.97074531665088,82.04471948027609,81.24026632362222,81.5731430053711,19484300,55.65591288308646,55.65591288308646,55.14634804825195,55.374755859375,26808000
2018-01-10,40.69133175288106,40.9592232542741,40.65373206496888,40.956871032714844,95839600,81.24024940321064,81.54538747368818,80.82415716496892,81.20326232910156,18652200,55.08663114150458,55.37425747451425,54.936352456980806,55.24288558959961,20734000
2018-01-11,41.027372446778855,41.23886801693427,41.00387532945304,41.189517974853516,74670800,81.48993126531245,81.48993126531245,80.6669879843763,81.4437026977539,17808900,55.350875031498006,55.47726965424308,55.060761938350545,55.33793640136719,22424000
2018-01-12,41.401012500667235,41.67830575348247,41.27646665551336,41.6148567199707,101672400,81.98922905445504,83.01559756885716,81.7858036473391,82.84915924072266,24271500,55.240896749478004,56.29585061961878,55.13689416440777,56.26350784301758,38586000
2018-01-16,41.805201614392985,42.15534204264124,41.3916157362433,41.40336608886719,118263600,83.31147631604763,83.94949100005168,81.37894930879342,81.69332885742188,36599700,56.74420798172111,57.170670216908654,56.064956516079036,56.265995025634766,36462000
2018-01-17,41.393964977895756,42.12244382278063,41.14017600316986,42.087196350097656,137547200,82.3683397123474,83.47792384183644,82.06320160764056,83.34847259521484,25621200,56.54764894969218,56.6949435504435,55.90720958064976,56.683998107910156,27830000
2018-01-18,42.150628081013636,42.32217528744394,41.887437475437274,42.124778747558594,124773600,83.03407757820727,83.83852345346601,82.90462635564695,83.31147003173828,24159700,56.696438614793244,56.75814388256141,55.95548185055023,56.52824401855469,27498000
2018-01-19,41.97205320161995,42.19999644500981,41.690062632327695,41.936805725097656,129700400,83.3484835512354,83.78307295968989,82.90465266292449,83.21903228759766,36875000,56.63075310702795,56.91688361159748,56.35556804529305,56.902950286865234,30552000
2018-01-22,41.66420274454242,41.77699822657557,41.499708586222475,41.59370422363281,108434400,83.21902899736216,84.71697405895789,82.9786164938695,84.70772552490234,23601600,56.9188786402116,58.06639237406588,56.819352177084845,57.93103790283203,29550000
2018-01-23,41.664204031032014,42.16708823668298,41.55140854551602,41.60310363769531,130756400,84.97586822509766,85.34573195076203,84.64299157745609,84.97586822509766,23412800,58.2524953313163,58.645118945615685,58.08479809232796,58.5286750793457,39138000
2018-01-24,41.65244565950427,41.66419600870682,40.70072474534817,40.9404182434082,204420400,85.5768954405483,86.39058998901422,84.67997820333446,84.90189361572266,33277500,58.967079894517674,59.07008778168688,58.09226077314939,58.28583526611328,37128000
2018-01-25,41.00856445632681,41.11196179199427,40.07329474991296,40.209590911865234,166116000,85.50292537238897,86.21490725451267,85.0036103797228,85.37347412109375,26383200,58.75459359732834,58.96807337679164,58.31320336719881,58.82575225830078,29984000
2018-01-26,40.418744209893894,40.418744209893894,39.96285780032547,40.30359649658203,156572000,86.10394244149076,86.97311401367188,85.6046275104608,86.97311401367188,29172200,59.093974571107005,59.09546661376953,58.123615323995246,59.09546661376953,42170000
2018-01-29,39.98635110572601,39.98635110572601,39.26022466106717,39.46936798095703,202561600,87.97173175988235,88.25837273366602,86.65872252276465,86.8436508178711,31569900,59.11736374721337,59.614984641393455,58.92129871548926,59.041725158691406,31494000
2018-01-30,38.89834619370676,39.330731955044506,38.70330179810556,39.23673629760742,184192800,86.27037544050832,86.60325204070105,85.16078442167824,85.7525634765625,38635100,58.6058089037945,59.11387788750293,58.446069227133115,58.5883903503418,37338000
2018-01-31,39.21322660539064,39.58216682698936,39.12628046289826,39.34482192993164,129915600,86.68648651654509,88.21217009014914,86.46457108634074,87.85155487060547,48756300,58.908854820057535,59.03376118214948,58.326141963349826,58.829734802246094,36022000
2018-02-01,39.28372874371465,39.624467437367045,39.187380877335194,39.42707443237305,188923200,87.64812461449074,88.83168291632245,86.52929193683532,87.1580581665039,47227900,58.519722930483724,59.089998365756394,58.1897992534695,58.79838943481445,73514000
2018-02-02,39.00878749383944,39.19678236757706,37.62233202321951,37.71632766723633,346375200,86.58475884120386,86.88989691409223,84.60599621539465,84.86489868164062,47867800,56.10277307587572,56.29585022522512,55.29413912522629,55.693729400634766,117842000
2018-02-05,37.38734080820621,38.51060565150299,36.65886198826042,36.774009704589844,290954000,83.73681378812762,86.2148912236027,81.36969757080078,81.36969757080078,51031500,54.76865134000662,55.484231942129064,52.58559177364152,52.86674499511719,83550000
2018-02-06,36.383909384506495,38.47299372472518,36.18886507104701,38.310848236083984,272975200,80.34333319778932,84.58750652858922,78.82689841435906,84.44880676269531,67998600,51.45300820900175,54.11030204868363,51.255451128173426,53.963504791259766,76630000
2018-02-07,38.32496280918421,38.39780998050567,37.380294632706295,37.49073791503906,206434400,83.6720929197115,84.85565109549665,82.47928621158212,82.8583984375,41107600,53.99037724245561,54.06800522440786,52.48009594287449,52.5194091796875,51942000
